,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent,STATE,D,FEC ID#,Cand_Id,GE WINNER INDICATOR
41,"HICKS, KERRY",AR,4.0,LIB,2016,0.389008941,16.1,REP,0.036860055,0,0.25627,0.0,0.37,False,,39586.0,175,,73.9,,,Arkansas,04,H6AR04076,H6AR04076,
42,"WESTERMAN, BRUCE MR.",AR,4.0,REP,2016,0.389008941,16.1,REP,0.5374688910000001,1,0.25627,1.0,0.37,False,,39586.0,132,54.45,73.9,715777.99,463445.59,Arkansas,04,H4AR04048,H4AR04048,W
43,"AMATA, AUMUA",AS,0.0,REP,2016,,,DEM,0.0,0,,0.0,,False,,,500,,character(0),,,American Samoa,00,H4AS00036,H4AS00036,W
44,"JAMIAS, MAPU S.",AS,0.0,DEM,2016,,,DEM,0.0,0,,0.0,,True,,,500,,character(0),,,American Samoa,00,H4AS00069,H4AS00069,
45,"JONES, TIM",AS,0.0,UNK,2016,,,DEM,0.0,0,,1.0,,False,,,21,,character(0),,,American Samoa,00,H6AS00049,H6AS00049,
46,"SUITONU-CHAPMAN, MELEAGI",AS,0.0,DEM,2016,,,DEM,0.0,0,,0.0,,True,,,500,,character(0),,,American Samoa,00,H4AS00093,H4AS00093,
47,"HUNKIN-FINAU, VAITINASA SALU",AS,,DEM,2016,,,DEM,0.0,0,,1.0,,True,,,500,,character(0),,,American Samoa,00,H6AS00031,H6AS00031,
48,"ALLEN, KIM LEE",AZ,1.0,LIB,2016,0.43368944,23.6,REP,0.0,0,0.34605,0.0,0.48,False,0.0,50537.0,141,,73.3,,,Arizona,01,H2AZ01321,H2AZ01321,
49,"BABEU, PAUL RAYMOND",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,27,,73.3,1272893.38,1272374.32,Arizona,01,H2AZ04127,H2AZ04127,
50,"BEGAY, CARLYLE WILMER",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,500,,73.3,1272893.38,1272374.32,,,,,
51,"BENNETT, KEN",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,31,,73.3,1272893.38,1272374.32,Arizona,01,H6AZ01173,H6AZ01173,
52,"GOWAN , DAVID MATTHEW SR",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,500,,73.3,1272893.38,1272374.32,Arizona,01,H6AZ01215,H6AZ01215,
53,"KIEHNE, GARY",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,47,35.07,73.3,1272893.38,1272374.32,Arizona,01,H4AZ01145,H4AZ01145,
54,"MALNES, BRIAN EDWARD",AZ,1.0,IND,2016,0.43368944,23.6,REP,0.0,0,0.34605,1.0,0.48,False,0.0,50537.0,8,,73.3,,,,,,,
55,"MALONEY, JAMES",AZ,1.0,DEM,2016,0.43368944,23.6,REP,0.526113638,0,0.34605,1.0,0.48,True,0.0,50537.0,5,,73.3,0.0,0.0,,,,,
56,"O'HALLERAN, TOM",AZ,1.0,DEM,2016,0.43368944,23.6,REP,0.526113638,0,0.34605,1.0,0.48,True,0.0,50537.0,20,,73.3,0.0,0.0,Arizona,01,H6AZ01199,H6AZ01199,W
57,"OLIVAS, MIGUEL",AZ,1.0,DEM,2016,0.43368944,23.6,REP,0.526113638,0,0.34605,1.0,0.48,True,0.0,50537.0,163,,73.3,0.0,0.0,Arizona,01,H6AZ01181,H6AZ01181,
58,"PARRISH, RAY",AZ,1.0,GRE,2016,0.43368944,23.6,REP,0.0,0,0.34605,1.0,0.48,False,0.0,50537.0,500,,73.3,,,Arizona,01,H6AZ01264,H6AZ01264,
59,"REDD, SHAWN MR.",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,1.0,0.48,False,0.0,50537.0,34,,73.3,1272893.38,1272374.32,Arizona,01,H6AZ01207,H6AZ01207,
60,"ROGERS, WENDY",AZ,1.0,REP,2016,0.43368944,23.6,REP,0.473886362,0,0.34605,0.0,0.48,False,0.0,50537.0,36,60.61,73.3,1272893.38,1272374.32,Arizona,01,H2AZ09035,H2AZ09035,
61,"SULLIVAN, KAYTO MR JR",AZ,1.0,DEM,2016,0.43368944,23.6,REP,0.526113638,0,0.34605,1.0,0.48,True,0.0,50537.0,500,,73.3,0.0,0.0,,,,,
62,"BEAN, ROWAN MR",AZ,2.0,IND,2016,0.42978736100000003,33.0,REP,0.0,0,0.18408,1.0,0.48,False,0.0,49072.0,500,,72.8,,,,,,,
63,"HEINZ, MATTHEW GERALD DR.",AZ,2.0,DEM,2016,0.42978736100000003,33.0,REP,0.499382308,0,0.18408,1.0,0.48,True,0.0,49072.0,10,,72.8,1576122.73,1576118.51,,,,,
64,"MCSALLY, MARTHA E. MS.",AZ,2.0,REP,2016,0.42978736100000003,33.0,REP,0.500143596,1,0.18408,0.0,0.48,False,0.0,49072.0,161,69.36,72.8,7699931.76,7826193.93,Arizona,02,H2AZ08102,H2AZ08102,W
65,"STEELE, VICTORIA L",AZ,2.0,DEM,2016,0.42978736100000003,33.0,REP,0.499382308,0,0.18408,0.0,0.48,True,0.0,49072.0,103,,72.8,1576122.73,1576118.51,Arizona,02,H6AZ02171,H6AZ02171,
66,"SWING, GARY",AZ,2.0,GRE,2016,0.42978736100000003,33.0,REP,0.0,0,0.18408,1.0,0.48,False,0.0,49072.0,47,,72.8,,,Arizona,02,H6AZ02213,H6AZ02213,
67,"TILTON, EDWARD G JR",AZ,2.0,LIB,2016,0.42978736100000003,33.0,REP,0.0,0,0.18408,1.0,0.48,False,0.0,49072.0,40,,72.8,,,Arizona,02,H6AZ02205,H6AZ02205,
68,"ABATECOLA, BILL",AZ,3.0,REP,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,9,,73.5,0.0,0.0,Arizona,03,H6AZ03245,H6AZ03245,
69,"BACON, EAT",AZ,3.0,IND,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,500,,73.5,,,,,,,
70,"GIOVE, SALVADORE",AZ,3.0,REP,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,500,,73.5,0.0,0.0,,,,,
71,GO VEGAN,AZ,3.0,UNK,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,500,,73.5,,,,,,,
72,"GRIJALVA, RAUL M",AZ,3.0,DEM,2016,0.438797679,15.7,REP,0.5572451829999999,1,0.35748,1.0,0.48,True,4.0,44224.0,500,100.00,73.5,658781.57,636719.3,Arizona,03,H2AZ07070,H2AZ07070,W
73,"MARTIN, HARVEY LCPL",AZ,3.0,VET,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,500,,73.5,,,Arizona,03,H6AZ03211,H6AZ03211,
74,"ROSS, MIKE",AZ,3.0,LIB,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,1,,73.5,,,Arizona,03,H6AZ03237,H6AZ03237,
75,"SAN MIGUEL, EDNA",AZ,3.0,REP,2016,0.438797679,15.7,REP,0.0,0,0.35748,0.0,0.48,False,4.0,44224.0,500,,73.5,0.0,0.0,,,,,
76,"SANCHEZ, FEDERICO",AZ,3.0,UKN,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,500,,73.5,,,Arizona,03,H4AZ03075,H4AZ03075,
77,"VASQUEZ, JAIME ALFREDO",AZ,3.0,UNK,2016,0.438797679,15.7,REP,0.0,0,0.35748,1.0,0.48,False,4.0,44224.0,133,,73.5,,,Arizona,03,H2AZ07161,H2AZ07161,
78,"VILLARREAL, JAMES",AZ,3.0,DEM,2016,0.438797679,15.7,REP,0.5572451829999999,0,0.35748,1.0,0.48,True,4.0,44224.0,5,,73.5,658781.57,636719.3,,,,,
79,"DANIELS, JEFFERY",AZ,4.0,LIB,2016,0.438797679,18.6,REP,0.0,0,0.12214000000000001,1.0,0.48,False,4.0,49466.0,67,,73.26,,,Arizona,04,H6AZ04193,H6AZ04193,
80,"GOSAR, PAUL DR.",AZ,4.0,REP,2016,0.438797679,18.6,REP,0.6996272379999999,1,0.12214000000000001,1.0,0.48,False,4.0,49466.0,27,100.00,73.26,702260.9,707479.96,Arizona,04,H0AZ01259,H0AZ01259,W
81,"HIXON, ROBERT",AZ,4.0,DEM,2016,0.438797679,18.6,REP,0.257901917,0,0.12214000000000001,1.0,0.48,True,4.0,49466.0,7,,73.26,36043.62,35258.96,Arizona,04,H6AZ04185,H6AZ04185,
82,"STRAUSS, RAYMOND JOHN",AZ,4.0,REP,2016,0.438797679,18.6,REP,0.6996272379999999,0,0.12214000000000001,1.0,0.48,False,4.0,49466.0,61,,73.26,702260.9,707479.96,Arizona,04,H6AZ04177,H6AZ04177,
83,"WEISSER, MIKEL",AZ,4.0,DEM,2016,0.438797679,18.6,REP,0.257901917,0,0.12214000000000001,1.0,0.48,True,4.0,49466.0,500,100.00,73.26,36043.62,35258.96,Arizona,04,H2AZ04143,H2AZ04143,
84,"BIGGS, ANDY",AZ,5.0,REP,2016,0.438797679,34.7,REP,0.695781303,0,0.15317999999999998,1.0,0.48,False,0.0,71693.0,28,,73.8,994666.43,946069.35,Arizona,05,H6AZ05083,H6AZ05083,W
85,"DANIELS, NOLAN",AZ,5.0,LIB,2016,0.438797679,34.7,REP,0.0,0,0.15317999999999998,1.0,0.48,False,0.0,71693.0,500,,73.8,,,Arizona,05,H6AZ05158,H6AZ05158,
86,"FUENTES, TALIA",AZ,5.0,DEM,2016,0.438797679,34.7,REP,0.304218697,0,0.15317999999999998,0.0,0.48,True,0.0,71693.0,500,,73.8,18657.82,18649.88,Arizona,05,H6AZ05133,H6AZ05133,
87,"JONES, CHRISTINE",AZ,5.0,REP,2016,0.438797679,34.7,REP,0.695781303,0,0.15317999999999998,0.0,0.48,False,0.0,71693.0,22,,73.8,994666.43,946069.35,Arizona,05,H6AZ05125,H6AZ05125,
88,"MARTYN, BRYAN",AZ,5.0,REP,2016,0.438797679,34.7,REP,0.695781303,0,0.15317999999999998,1.0,0.48,False,0.0,71693.0,46,,73.8,994666.43,946069.35,,,,,
89,"OLSON, JUSTIN",AZ,5.0,REP,2016,0.438797679,34.7,REP,0.695781303,0,0.15317999999999998,1.0,0.48,False,0.0,71693.0,38,,73.8,994666.43,946069.35,Arizona,05,H6AZ05091,H6AZ05091,
90,"REMAKLUS, KINSEY",AZ,5.0,DEM,2016,0.438797679,34.7,REP,0.304218697,0,0.15317999999999998,0.0,0.48,True,0.0,71693.0,500,,73.8,18657.82,18649.88,Arizona,05,H6AZ05141,H6AZ05141,
91,"STAPLEY, DONALD T",AZ,5.0,REP,2016,0.438797679,34.7,REP,0.695781303,0,0.15317999999999998,1.0,0.48,False,0.0,71693.0,42,,73.8,994666.43,946069.35,Arizona,05,H6AZ05117,H6AZ05117,
92,"SCHWEIKERT, DAVID",AZ,6.0,REP,2016,0.436733064,42.9,REP,0.64861645,1,0.15317999999999998,1.0,0.48,False,4.0,67830.0,4,100.00,72.7,587747.29,596820.62,Arizona,06,H4AZ06045,H4AZ06045,W
93,"SHOEN, MICHAEL",AZ,6.0,LIB,2016,0.436733064,42.9,REP,0.0,0,0.15317999999999998,1.0,0.48,False,4.0,67830.0,1,,72.7,,,Arizona,06,H8AZ03134,H8AZ03134,
94,"SINUK, BRIAN",AZ,6.0,DEM,2016,0.436733064,42.9,REP,0.35138355,0,0.15317999999999998,1.0,0.48,True,4.0,67830.0,8,,72.7,6470.77,6623.91,Arizona,06,H6AZ06057,H6AZ06057,
95,"SUTTON, AARON",AZ,6.0,DEM,2016,0.436733064,42.9,REP,0.35138355,0,0.15317999999999998,1.0,0.48,True,4.0,67830.0,35,,72.7,6470.77,6623.91,,,,,
96,"WILLIAMSON, WALTER JOHN",AZ,6.0,DEM,2016,0.436733064,42.9,REP,0.35138355,0,0.15317999999999998,1.0,0.48,True,4.0,67830.0,105,100.00,72.7,6470.77,6623.91,Arizona,06,H2AZ05132,H2AZ05132,
97,"WITTENBERG, RUSS",AZ,6.0,DEM,2016,0.436733064,42.9,REP,0.35138355,0,0.15317999999999998,1.0,0.48,True,4.0,67830.0,500,,72.7,6470.77,6623.91,Arizona,06,H6AZ06081,H6AZ06081,
98,"CHAVEZ, CESAR",AZ,7.0,DEM,2016,0.457491062,14.0,REP,0.748543904,0,0.42633000000000004,1.0,0.48,True,,40991.0,500,,73.11579,1088291.93,729193.77,,,,,
99,"COBB, JOE",AZ,7.0,LIB,2016,0.457491062,14.0,REP,0.0,0,0.42633000000000004,1.0,0.48,False,,40991.0,107,100.00,73.11579,,,Arizona,07,H6AZ07022,H6AZ07022,
100,"GALLEGO, RUBEN",AZ,7.0,DEM,2016,0.457491062,14.0,REP,0.748543904,1,0.42633000000000004,1.0,0.48,True,,40991.0,182,48.90,73.11579,1088291.93,729193.77,Arizona,07,H4AZ07043,H4AZ07043,W
101,"NUNEZ, EVANGELINE MARTINEZ",AZ,7.0,REP,2016,0.457491062,14.0,REP,0.0,0,0.42633000000000004,0.0,0.48,False,,40991.0,500,,73.11579,33611.26,32111.26,Arizona,07,H6AZ07030,H6AZ07030,
102,"ORTEGA, GUSTAVO",AZ,7.0,DEM,2016,0.457491062,14.0,REP,0.748543904,0,0.42633000000000004,1.0,0.48,True,,40991.0,500,,73.11579,1088291.93,729193.77,,,,,
103,"WESTBROOKS, NEIL B.",AZ,7.0,GRE,2016,0.457491062,14.0,REP,0.0,0,0.42633000000000004,1.0,0.48,False,,40991.0,175,,73.11579,,,Arizona,07,H6AZ07048,H6AZ07048,
104,"ARMSTRONG-STONER, DEREK JAMES",AZ,8.0,DEM,2016,0.497771413,28.3,REP,0.0,0,0.15748,1.0,0.48,True,0.0,61754.0,73,,73.18571,0.0,0.0,,,,,
105,"DEVIVO, JOE",AZ,8.0,DEM,2016,0.497771413,28.3,REP,0.0,0,0.15748,1.0,0.48,True,0.0,61754.0,107,,73.18571,0.0,0.0,Arizona,08,H6AZ08194,H6AZ08194,
106,"FRANKS, TRENT",AZ,8.0,REP,2016,0.497771413,28.3,REP,0.758116577,1,0.15748,1.0,0.48,False,0.0,61754.0,500,73.26,73.18571,265863.0,264462.47,Arizona,08,H4AZ04024,H4AZ04024,W
107,"GRAYSON, RICHARD",AZ,8.0,GRE,2016,0.497771413,28.3,REP,0.0,0,0.15748,1.0,0.48,False,0.0,61754.0,16,,73.18571,,,,,,,
108,"KEENER III, HAYDEN",AZ,8.0,REP,2016,0.497771413,28.3,REP,0.758116577,0,0.15748,1.0,0.48,False,0.0,61754.0,500,,73.18571,265863.0,264462.47,Arizona,08,H6AZ08202,H6AZ08202,
109,"SALAZAR, MARK",AZ,8.0,GRE,2016,0.497771413,28.3,REP,0.0,0,0.15748,1.0,0.48,False,0.0,61754.0,18,,73.18571,,,Arizona,08,H2AZ06197,H2AZ06197,
110,"VAN STEENWYK, CLAIR JEROME MARION",AZ,8.0,REP,2016,0.497771413,28.3,REP,0.758116577,0,0.15748,0.0,0.48,False,0.0,61754.0,500,26.74,73.18571,265863.0,264462.47,Arizona,08,H4AZ08066,H4AZ08066,
111,"AGRA, JOHN",AZ,9.0,REP,2016,,36.7,REP,0.418611396,0,0.26406,1.0,0.48,False,,55349.0,6,,73.1,252598.53,252550.86,Arizona,09,H6AZ09036,H6AZ09036,
112,"BELLO, AXEL",AZ,9.0,IND,2016,,36.7,REP,0.0,0,0.26406,1.0,0.48,False,,55349.0,500,,73.1,,,Arizona,09,H6AZ09077,H6AZ09077,
113,"DOLEGO, CARY",AZ,9.0,GRE,2016,,36.7,REP,0.0,0,0.26406,1.0,0.48,False,,55349.0,500,,73.1,,,Arizona,09,H6AZ09069,H6AZ09069,
114,"GILES, DAVID VICTOR",AZ,9.0,REP,2016,,36.7,REP,0.418611396,0,0.26406,1.0,0.48,False,,55349.0,4,,73.1,252598.53,252550.86,Arizona,09,H6AZ09010,H6AZ09010,
115,"GROEN, ROSS",AZ,9.0,REP,2016,,36.7,REP,0.418611396,0,0.26406,1.0,0.48,False,,55349.0,500,,73.1,252598.53,252550.86,,,,,
116,"SHELDON, MATTHEW DOUGLAS",AZ,9.0,REP,2016,,36.7,REP,0.418611396,0,0.26406,1.0,0.48,False,,55349.0,10,,73.1,252598.53,252550.86,,,,,
117,"SHIPLEY, MIKE",AZ,9.0,LIB,2016,,36.7,REP,0.0,0,0.26406,1.0,0.48,False,,55349.0,1,,73.1,,,Arizona,09,H6AZ09051,H6AZ09051,
118,"SINEMA, KYRSTEN",AZ,9.0,DEM,2016,,36.7,REP,0.546759882,1,0.26406,0.0,0.48,True,,55349.0,500,100.00,73.1,4171188.7,2210670.16,Arizona,09,H2AZ09019,H2AZ09019,W
119,"DAVIDSON, STIEVEN LEE MR",CA,0.0,REP,2016,,,DEM,0.0,0,,1.0,0.6,False,4.0,,500,,74.6,791829.74,800422.24,,,,,
120,"ESTRADA, LUIS CARLOS MR.",CA,0.0,DEM,2016,,,DEM,0.0,0,,1.0,0.6,True,4.0,,117,,74.6,133314.99,129722.57,,,,,
121,"WHITE, JEFFERY SAALIK",CA,0.0,REP,2016,,,DEM,0.0,0,,1.0,0.6,False,4.0,,67,,74.6,791829.74,800422.24,,,,,
122,"BRANCA, ALBERT JAMES MR.",CA,1.0,REP,2016,0.685783757,23.2,DEM,0.6103007779999999,0,0.12946,1.0,0.6,False,4.0,47488.0,126,,74.18667,791829.74,800422.24,,,,,
123,"CHEADLE, GREGORY",CA,1.0,REP,2016,0.685783757,23.2,DEM,0.6103007779999999,0,0.12946,1.0,0.6,False,4.0,47488.0,29,9.87,74.18667,791829.74,800422.24,California,01,H2CA01136,H2CA01136,
124,"GERLACH, JEFFREY D",CA,1.0,NPA,2016,0.685783757,23.2,DEM,0.0,0,0.12946,1.0,0.6,False,4.0,47488.0,15,21.02,74.18667,,,California,01,H4CA04110,H4CA04110,
